archetype,gene,log1p,raw,z_scaled
arch_0,TXNL4B,0.020945657,0.0372883,-0.0047675543
arch_0,TXNRD1,0.12113192,0.35491022,-0.10421515
arch_0,TXNRD2,0.031490598,0.0559444,-0.00049610925
arch_0,TXNRD3,0.024501784,0.04362031,-0.004794785
arch_0,TYK2,0.02978819,0.053029783,-0.0042346595
arch_0,TYMP,0.025365995,0.044480983,-0.0042921067
arch_0,TYMS,0.012332339,0.021403702,0.0020400751
arch_0,TYMSOS,0.0017351612,0.0030117214,-0.023552328
arch_0,TYR,0.015600672,0.032203995,-0.00953368
arch_0,TYRO3,0.007471711,0.012984467,0.0050371573
arch_0,TYSND1,0.013137154,0.02318243,-0.004715443
arch_0,TYW1,0.11930421,0.21623331,0.007043865
arch_0,TYW1B,0.06938501,0.12417341,0.0069770273
arch_0,TYW3,0.02936822,0.05241247,-9.63724e-05
arch_0,TYW5,0.035005614,0.062294815,0.0013359281
arch_0,U2AF1,0.005680588,0.010371321,-0.0114313215
arch_0,U2AF1L4,0.0023078758,0.005606073,-0.023110712
arch_0,U2AF1L5,0.003675682,0.0062932377,-0.015905164
arch_0,U2AF2,0.012435599,0.023397721,-0.0049019544
arch_0,U2SURP,0.12013726,0.2161664,0.003726214
arch_0,U52111.1,0.0014135478,0.002490639,-0.024516698
arch_0,U73166.1,0.008435031,0.0146590285,-0.0021520932
arch_0,U91319.1,0.0024702565,0.0048849345,-0.02689653
arch_0,U91324.1,0.0003332874,0.0006882382,-0.018576806
arch_0,U91328.1,0.0018216814,0.0034571218,-0.019847788
arch_0,U91328.2,0.016253026,0.027800785,0.0041507157
arch_0,U91328.3,0.0005382908,0.0010370644,-0.019162118
arch_0,UACA,0.3941117,0.8671463,-0.07320003
arch_0,UAP1,0.079828866,0.16655757,-0.11423901
arch_0,UAP1L1,0.002376785,0.005834939,-0.022934314
arch_0,UBA1,0.029059695,0.051436737,-0.008076285
arch_0,UBA2,0.10038336,0.18204646,-0.006728239
arch_0,UBA3,0.052235883,0.09567446,-0.0041500656
arch_0,UBA5,0.05427392,0.096816756,0.0082617365
arch_0,UBA52,0.0008445252,0.028133525,-0.022036735
arch_0,UBA6,0.095410444,0.1712935,0.009085624
arch_0,UBA6-AS1,0.11467775,0.23055442,0.030199997
arch_0,UBA7,0.00646162,0.011244927,-0.008033876
arch_0,UBAC1,0.011453906,0.035188545,-0.010612173
arch_0,UBAC2,0.11660227,0.28255194,-0.009992255
arch_0,UBAC2-AS1,0.0023222682,0.004285725,-0.018210411
arch_0,UBALD1,0.008067391,0.01489385,-0.009339953
arch_0,UBALD2,0.010560445,0.021091623,-0.0008932073
arch_0,UBAP1,0.1485467,0.28047022,-0.01024906
arch_0,UBAP1L,0.03332392,0.05696487,0.006272519
arch_0,UBAP2,0.08720914,0.16262558,-0.01920182
arch_0,UBAP2L,0.07273506,0.13211218,-0.012179322
arch_0,UBASH3B,0.028656857,0.05386674,-0.02269857
arch_0,UBB,0.0012332782,0.06353506,-0.020039318
arch_0,UBC,0.006184463,0.12859741,-0.03843888
arch_0,UBE2A,0.017620053,0.03460945,-0.0060562617
arch_0,UBE2B,0.15164284,0.2860906,0.0047721355
arch_0,UBE2D1,0.014872001,0.058149125,-0.011117388
arch_0,UBE2D2,0.14633735,0.27846417,-0.013764228
arch_0,UBE2D3,0.22108611,0.4248898,-0.002989926
arch_0,UBE2D3-AS1,0.019422282,0.03334108,0.010230452
arch_0,UBE2D4,0.018452905,0.03125388,0.00021623299
arch_0,UBE2E1,0.20525834,0.39404586,0.025864346
arch_0,UBE2E2,0.63672256,1.5119694,0.0145387435
arch_0,UBE2E3,0.14538212,0.2785955,-0.0017875942
arch_0,UBE2F,0.036824364,0.0666654,-0.013534476
arch_0,UBE2G1,0.08918692,0.18737607,-0.021655573
arch_0,UBE2G2,0.090124525,0.16292304,-0.018856352
arch_0,UBE2H,0.1272971,0.4255269,-0.033261236
arch_0,UBE2I,0.05427639,0.09623825,0.0035875617
arch_0,UBE2J1,0.049462732,0.090176255,-0.001286696
arch_0,UBE2J2,0.036435064,0.06373144,-0.0060330974
arch_0,UBE2K,0.22989506,0.44141454,-0.021161903
arch_0,UBE2L3,0.05448839,0.09713905,-0.0037310983
arch_0,UBE2L5,0.00072344247,0.0014997056,-0.022018012
arch_0,UBE2L6,0.0063262437,0.011858659,-0.008346851
arch_0,UBE2M,0.00086499786,0.012591216,-0.028124169
arch_0,UBE2N,0.055113062,0.10030863,-0.006902105
arch_0,UBE2O,0.047499456,0.08721446,-0.009044974
arch_0,UBE2Q1,0.0024275382,0.014456686,-0.022926528
arch_0,UBE2Q2,0.07609987,0.1388177,-0.006175163
arch_0,UBE2Q2L,0.018711168,0.035256717,0.008328894
arch_0,UBE2QL1,0.000236718,0.008720492,-0.025547348
arch_0,UBE2R2,0.14627507,0.28149015,-0.014123941
arch_0,UBE2R2-AS1,0.0047854064,0.008749435,-0.010563258
arch_0,UBE2S,0.0044969255,0.009188448,-0.015974775
arch_0,UBE2V1,0.055278875,0.09856677,-0.0024496084
arch_0,UBE2V2,0.05294157,0.09507747,-0.0044074864
arch_0,UBE2W,0.10402969,0.20740658,-0.0020137911
arch_0,UBE2Z,0.043664053,0.077403285,-0.008519902
arch_0,UBE3A,0.1694551,0.3163644,-0.0037466944
arch_0,UBE3B,0.041476574,0.072543874,0.0062898956
arch_0,UBE3C,0.20297074,0.3880819,-0.00499334
arch_0,UBE3D,0.068948865,0.13114995,0.00956142
arch_0,UBE4A,0.06308358,0.11267403,-0.0040397053
arch_0,UBE4B,0.18106125,0.34460086,0.013932566
arch_0,UBFD1,0.013343928,0.025931956,0.001961943
arch_0,UBIAD1,0.015048082,0.026665032,-0.0027196847
arch_0,UBL3,0.0866707,0.1610803,-0.02293029
arch_0,UBL4A,0.0004903159,0.005940406,-0.017378883
arch_0,UBL7,0.004157605,0.0080362735,-0.014897973
arch_0,UBL7-AS1,0.011102478,0.01971439,-0.0036189288
arch_0,UBLCP1,0.022918696,0.040833477,-0.0028235288
arch_0,UBN1,0.049662225,0.09015588,-0.014873855
arch_0,UBN2,0.11074849,0.20082618,0.0045920983
arch_0,UBOX5,0.020454947,0.035353743,-0.0011888506
arch_0,UBOX5-AS1,0.03224814,0.05562359,0.009350836
arch_0,UBP1,0.06780322,0.122164674,-0.011880166
arch_0,UBQLN1,0.07403478,0.13373943,-0.0045861606
arch_0,UBQLN2,0.008937444,0.023143237,-0.013246812
arch_0,UBQLN4,0.011382119,0.019748997,-0.00868915
arch_0,UBR1,0.19950353,0.37781876,-0.009989507
arch_0,UBR2,0.23403983,0.44345346,0.014763206
arch_0,UBR3,0.34555787,0.683044,0.014992684
arch_0,UBR4,0.10989201,0.20314112,-0.018525446
arch_0,UBR5,0.36725563,0.7444772,0.006294585
arch_0,UBR5-AS1,0.01208243,0.020711502,0.0052530635
arch_0,UBR7,0.020933233,0.036512516,-0.0006713121
arch_0,UBTD1,0.059871957,0.10943049,0.010970912
arch_0,UBTD2,0.08895708,0.16535819,-0.014591505
arch_0,UBTF,0.02203666,0.038928207,-0.0067334473
arch_0,UBXN1,0.003278186,0.0131343845,-0.022594625
arch_0,UBXN11,0.0068243425,0.013024728,-0.008940733
arch_0,UBXN2A,0.09426997,0.17090172,0.0046901572
arch_0,UBXN2B,0.040875565,0.073531315,0.012183111
arch_0,UBXN4,0.11319114,0.2074405,-0.0025807947
arch_0,UBXN6,0.008568633,0.02061952,-0.010955553
arch_0,UBXN7,0.08865951,0.16096854,0.013501278
arch_0,UBXN7-AS1,0.0006597653,0.0011395694,-0.017376378
arch_0,UBXN8,0.013754697,0.024455685,-0.0016492772
arch_0,UCHL1,0.0015256954,0.004472597,-0.030628378
arch_0,UCHL1-AS1,0.0004618072,0.00087887066,-0.01732347
arch_0,UCHL3,0.030673804,0.054310884,-0.013116053
arch_0,UCHL5,0.039177954,0.07082949,0.00076324877
arch_0,UCK1,0.0029182585,0.0066641974,-0.021346679
arch_0,UCK2,0.030065842,0.056252684,-0.042022176
arch_0,UCKL1,0.008033369,0.017684206,-0.0098209595
arch_0,UCKL1-AS1,0.0039016954,0.0065169856,-0.01759587
arch_0,UCN,0.00053751847,0.0017509918,-0.021931922
arch_0,UCP1,0.0005994482,0.0011531814,-0.01975559
arch_0,UCP3,0.0015671544,0.0028495118,-0.02244865
arch_0,UEVLD,0.066300884,0.12095603,0.0032773137
arch_0,UFC1,0.0071724877,0.016510606,-0.010516245
arch_0,UFD1,0.025064891,0.043599993,0.0005578876
arch_0,UFL1,0.069598906,0.12468398,0.008192554
arch_0,UFL1-AS1,0.026099028,0.04940157,-0.009597539
arch_0,UFM1,0.053128947,0.09526215,0.0010891076
arch_0,UFSP2,0.034205303,0.06061118,-1.54968e-05
arch_0,UGCG,0.055601656,0.099966146,0.00042813926
arch_0,UGDH,0.035023738,0.06681803,-0.053186066
arch_0,UGDH-AS1,0.07291552,0.13269444,-0.005461828
arch_0,UGGT1,0.068278186,0.122324,-0.0033776558
arch_0,UGGT2,0.36851332,0.800068,-0.02622471
arch_0,UGP2,0.11021109,0.21202019,-0.034477122
arch_0,UGT2B7,0.00071805576,0.0014377106,-0.016651308
arch_0,UGT8,0.0003674895,0.0006798396,-0.01808592
arch_0,UHMK1,0.03967224,0.07210434,-0.007202687
arch_0,UHRF1,0.0010503276,0.0021166694,-0.022170832
arch_0,UHRF1BP1,0.059279326,0.10909565,-0.0018074317
arch_0,UHRF1BP1L,0.11456285,0.21295464,-0.008469313
arch_0,UHRF2,0.105160706,0.19259907,0.0018231096
arch_0,UIMC1,0.13455328,0.24850604,-0.006761589
arch_0,ULK1,0.047978036,0.08631299,0.00234082
arch_0,ULK2,0.06768275,0.12239271,0.0065452866
arch_0,ULK3,0.007383435,0.014821078,-0.008874072
arch_0,ULK4,0.1142697,0.21851844,-0.017900692
arch_0,UMAD1,0.19614162,0.388672,0.0025260558
arch_0,UMPS,0.017945593,0.031600688,-0.0015434284
arch_0,UNC119B,0.0059995214,0.01250779,-0.016458122
arch_0,UNC13A,0.0015657813,0.0027275465,-0.020367261
arch_0,UNC13B,0.09634038,0.17553611,0.014886429
arch_0,UNC13C,0.005520222,0.012459012,-0.014407779
arch_0,UNC13D,0.004719097,0.008818056,-0.018266456
arch_0,UNC45A,0.02069408,0.036815576,-0.0068367166
arch_0,UNC50,0.02722295,0.04799464,0.009548145
arch_0,UNC5B,0.04102133,0.07315248,-0.041859906
arch_0,UNC5C,0.5450336,1.2627429,0.032094877
arch_0,UNC5CL,0.0017753963,0.003272436,-0.018714217
arch_0,UNC5D,0.0049948357,0.010767919,-0.017573003
arch_0,UNC79,0.011984557,0.024607068,0.0008613648
arch_0,UNC80,0.0025995376,0.0072281216,-0.016496094
arch_0,UNC93B1,0.0054740664,0.012821246,-0.017275505
arch_0,UNG,0.0068204505,0.012552065,-0.010479922
arch_0,UNK,0.07897614,0.14278461,-5.454615e-05
arch_0,UNKL,0.06180227,0.111075394,0.020750487
arch_0,UPB1,0.0027817888,0.005775089,-0.014263541
arch_0,UPF1,0.02847438,0.05072945,-0.010627141
arch_0,UPF2,0.10516387,0.19112374,0.002659749
arch_0,UPF3A,0.09665323,0.17716114,-0.0028860779
arch_0,UPF3B,0.038179647,0.06754979,0.0013966108
arch_0,UPK1B,0.0017695657,0.003373145,-0.022946084
arch_0,UPK2,0.0044280314,0.007494355,-0.009572149
arch_0,UPK3B,0.0010480318,0.0021540865,-0.022350129
arch_0,UPK3BL2,0.00044110994,0.0008897538,-0.017955644
arch_0,UPP1,0.0018394853,0.011355018,-0.034128085
arch_0,UPP2,0.016055148,0.028234983,-0.02270329
arch_0,UPRT,0.02414044,0.043100987,0.0046366807
arch_0,UQCC1,0.09044523,0.16412123,0.0033362184
arch_0,UQCC2,0.011638344,0.028610053,-0.013829337
arch_0,UQCC3,0.0026188723,0.007915622,-0.019325553
arch_0,UQCR11,0.0010883019,0.044879436,-0.02187166
arch_0,UQCRC1,0.0016130575,0.031315204,-0.028020523
arch_0,UQCRC2,0.06329147,0.13179103,-0.009046747
arch_0,UQCRFS1,0.0003827352,0.037387073,-0.021566262
arch_0,UQCRH,0.002091693,0.0683501,-0.0349279
arch_0,URB1,0.03744319,0.06651462,-0.02056484
arch_0,URB1-AS1,0.0005917753,0.0022796919,-0.018607313
arch_0,URB2,0.012103098,0.021727161,-0.014658442
arch_0,URGCP,0.08682122,0.15467131,-0.005507736
arch_0,URI1,0.15496697,0.29029274,0.011189476
arch_0,URM1,0.015344189,0.028337281,-0.008478009
arch_0,UROD,0.0030687465,0.008781482,-0.02089221
arch_0,UROS,0.02363817,0.041297935,0.0064939284
arch_0,USB1,0.009603846,0.017925179,-0.010994086
arch_0,USE1,0.01061933,0.018824656,-0.0050793197
arch_0,USF1,0.0056853085,0.010165162,-0.016450077
arch_0,USF2,0.018096285,0.034049824,-0.005759557
arch_0,USF3,0.046227433,0.082335725,0.0031342818
arch_0,USH1C,0.00032448032,0.00064097013,-0.019644115
arch_0,USH2A,0.00019986922,0.020416817,-0.022096675
arch_0,USHBP1,0.019315694,0.03316656,0.0039760177
arch_0,USO1,0.18999802,0.35958463,0.01053921
arch_0,USP1,0.021303767,0.03738287,0.003376522
arch_0,USP10,0.090385765,0.16604556,-0.005716867
arch_0,USP11,0.03355915,0.05891893,0.0073466497
arch_0,USP12,0.0968369,0.17707594,0.006454705
arch_0,USP12-AS1,0.004222825,0.0072582243,-0.01319601
arch_0,USP12-AS2,0.0007747162,0.0013271981,-0.017686432
arch_0,USP13,0.0073857233,0.09926022,-0.0330563
arch_0,USP14,0.071677975,0.1268532,-0.009235417
arch_0,USP15,0.20901915,0.4061605,-0.026793454
arch_0,USP16,0.062594645,0.110321574,0.0021735835
arch_0,USP18,0.00814805,0.014075549,-0.0025266302
arch_0,USP19,0.0069705765,0.014095051,-0.008324878
arch_0,USP2-AS1,0.0010911402,0.003833016,-0.03149944
arch_0,USP20,0.03230005,0.0574731,-0.00379854
arch_0,USP21,0.0037291073,0.0065198005,-0.016810954
arch_0,USP22,0.09869055,0.17792214,0.010324204
arch_0,USP24,0.17765349,0.32667747,0.0013915359
arch_0,USP25,0.14463143,0.27718246,0.0064783785
arch_0,USP26,0.0004955947,0.0007432529,-0.017924765
arch_0,USP27X,0.0011218077,0.0022784998,-0.018854227
arch_0,USP28,0.014603716,0.091679834,-0.016982628
arch_0,USP3,0.14770581,0.2780952,0.0060046255
arch_0,USP3-AS1,0.05925834,0.10525007,0.015251802
arch_0,USP30,0.016742498,0.030357717,-0.0014936643
arch_0,USP31,0.04129823,0.08381658,-0.014158374
arch_0,USP32,0.18511078,0.3646223,-0.021943435
arch_0,USP33,0.18219043,0.35170045,-0.007784458
arch_0,USP34,0.41753408,0.8527177,-4.879084e-05
arch_0,USP35,0.0063488777,0.011046261,-0.01887578
arch_0,USP36,0.059905075,0.10662872,-0.017649988
arch_0,USP37,0.07152449,0.1292503,0.0053341407
arch_0,USP38,0.020520182,0.036564194,-0.005831399
arch_0,USP39,0.058496825,0.10203691,0.008085533
arch_0,USP4,0.077987045,0.13890834,-0.006756593
arch_0,USP40,0.11991144,0.21746273,0.012058495
arch_0,USP42,0.0638104,0.114472635,0.0019784733
arch_0,USP43,0.0017988498,0.0030462628,-0.019786444
arch_0,USP44,0.009373877,0.016602868,-0.0025414266
arch_0,USP45,0.10082053,0.1832628,0.01776093
arch_0,USP46,0.057804048,0.10364479,0.0132691795
arch_0,USP46-AS1,0.004669588,0.008635897,-0.0087763
arch_0,USP47,0.3522661,0.7159842,0.03549524
arch_0,USP48,0.1419266,0.2602688,-0.002233486
arch_0,USP49,0.035287555,0.06458767,-0.0010616331
arch_0,USP5,0.005851784,0.010071319,-0.0155416615
arch_0,USP50,0.011386492,0.019745909,-0.004608127
arch_0,USP51,0.0057464372,0.010152335,-0.0057140165
arch_0,USP53,0.32978183,0.86631584,-0.11174282
arch_0,USP54,0.19644551,0.38280421,0.097070165
arch_0,USP6,0.0035234266,0.006532072,-0.016056623
arch_0,USP6NL,0.07134178,0.13119777,0.00095279247
arch_0,USP7,0.062542774,0.10994482,-0.002707775
arch_0,USP8,0.123922035,0.2298305,0.002241351
arch_0,USP9X,0.18541513,0.34793925,0.010746239
arch_0,USP9Y,0.16832182,0.31210518,0.038102444
arch_0,USPL1,0.060368564,0.11070804,-0.0012277649
arch_0,UST,0.21278332,0.45427448,-0.046218615
arch_0,UST-AS1,0.002221497,0.0041501815,-0.022496833
arch_0,UTP11,0.0074849916,0.0141668385,-0.01200081
arch_0,UTP14A,0.01641601,0.028814772,-0.006233916
arch_0,UTP15,0.0063187773,0.0113876555,-0.015318547
arch_0,UTP18,0.02699976,0.04786795,-0.00894233
arch_0,UTP20,0.055725295,0.1003399,-7.0700044e-06
arch_0,UTP23,0.031468343,0.056411568,0.0041751065
arch_0,UTP25,0.014106572,0.025058033,-0.004259046
arch_0,UTP3,0.005425886,0.013856669,-0.019063037
arch_0,UTP4,0.02215426,0.039471224,-0.014642609
arch_0,UTP6,0.04087585,0.07322446,-0.008669047
arch_0,UTRN,0.44197196,0.98304325,-0.056409787
arch_0,UTS2,0.0019454517,0.0028460452,-0.018452264
arch_0,UTS2B,0.0053658397,0.009686391,-0.014192896
arch_0,UTY,0.19568291,0.37580964,0.03758159
arch_0,UVRAG,0.2246068,0.4298187,-0.0076728705
arch_0,UVSSA,0.023139393,0.040817853,0.0025719202
arch_0,UXS1,0.02261355,0.039211225,0.0017140063
arch_0,UXT,0.008412476,0.01479512,-0.004336713
arch_0,UXT-AS1,0.0013915872,0.002481262,-0.020485211
arch_0,VAC14,0.034905195,0.06289519,-0.0038371917
arch_0,VAC14-AS1,0.0020964989,0.00350847,-0.020569408
arch_0,VAMP1,0.004801406,0.008568924,-0.015875844
arch_0,VAMP2,0.01864959,0.045447942,-0.004334556
arch_0,VAMP3,0.014948444,0.028332299,-0.0051790117
arch_0,VAMP4,0.036327224,0.063525304,0.008357031
arch_0,VAMP5,0.004828304,0.014555628,-0.017233841
arch_0,VAMP7,0.01853475,0.03272653,-0.0011745353
arch_0,VAMP8,0.0024859363,0.008468528,-0.020655384
arch_0,VANGL1,0.010484495,0.01863832,-0.0057604704
arch_0,VANGL2,0.0023882673,0.0041704196,-0.019431975
arch_0,VAPA,0.13932535,0.25779048,0.0057997154
arch_0,VAPB,0.07083605,0.12602013,0.010337469
arch_0,VARS,0.007167598,0.013532448,-0.017591644
arch_0,VARS2,0.003033405,0.0063539287,-0.019041102
arch_0,VASH1,0.05078278,0.09467877,0.0031455613
arch_0,VASH1-AS1,0.0050322097,0.008950346,-0.007857599
arch_0,VASH2,0.010468174,0.019314358,-0.025042417
arch_0,VASN,0.010531003,0.01927419,-0.029575389
arch_0,VASP,0.008231523,0.02038587,-0.019524163
arch_0,VAT1,0.0034238829,0.01023625,-0.019354358
arch_0,VAT1L,0.0003931723,0.010879279,-0.022563513
arch_0,VAV1,0.0010573164,0.009205861,-0.026670547
arch_0,VAV2,0.055260215,0.0990644,-0.017371472
arch_0,VAV3,0.08702178,0.17400213,0.04721697
arch_0,VAV3-AS1,0.0011333699,0.0022338794,-0.019770222
arch_0,VAX2,0.0028983902,0.005191644,-0.021160282
arch_0,VBP1,0.008749224,0.021753307,-0.012015574
arch_0,VCAM1,0.0051981,0.011073662,-0.023180138
arch_0,VCAN,0.3387163,0.75123835,-0.111756966
arch_0,VCAN-AS1,0.049967717,0.08895373,-0.03709748
arch_0,VCL,0.07883545,0.28799856,-0.086221814
arch_0,VCP,0.039879035,0.08744408,-0.012471629
arch_0,VCPIP1,0.023403093,0.04645137,-0.0037269073
arch_0,VCPKMT,0.021626515,0.03851214,-0.0034695177
arch_0,VDAC1,0.019634036,0.0800364,-0.032632306
arch_0,VDAC2,0.0059189284,0.053703792,-0.026059296
arch_0,VDAC3,0.056942973,0.103821486,0.008906723
arch_0,VDR,0.005212585,0.011233489,-0.030625828
arch_0,VEGFA,0.022714186,0.08106269,-0.04037027
arch_0,VEGFB,0.028935868,0.053619333,-0.009582208
arch_0,VEGFC,0.0073979096,0.036744818,-0.06791932
arch_0,VEGFD,0.05180004,0.10281988,0.0007075396
arch_0,VEPH1,0.01845099,0.03644733,-0.00084051705
arch_0,VEZF1,0.02490313,0.05676093,-0.0023974935
arch_0,VEZT,0.08955529,0.17142756,-0.024902333
arch_0,VGLL3,0.1074014,0.24485765,-0.029021777
arch_0,VGLL4,0.19953197,0.38327166,-1.0906588e-05
arch_0,VHL,0.020929467,0.037472412,-0.0004725955
arch_0,VIL1,0.0033268386,0.0057662297,-0.017301867
arch_0,VILL,0.010423474,0.018779552,0.011519103
arch_0,VIM,0.104044035,0.39067474,-0.085382834
arch_0,VIM-AS1,0.0037566829,0.0074266046,-0.018065939
arch_0,VIPAS39,0.020714842,0.036199354,0.00014441149
arch_0,VIPR1,0.0013187466,0.0032338107,-0.029177912
arch_0,VIPR1-AS1,0.0003991249,0.0007253108,-0.02150725
arch_0,VIPR2,0.10464445,0.20324445,0.08512051
arch_0,VIRMA,0.07105609,0.12904622,0.004937374
arch_0,VIT,0.27989915,0.593446,0.048938774
arch_0,VKORC1,0.011177766,0.022416329,-0.00075373566
arch_0,VKORC1L1,0.098856695,0.18530124,-0.02324302
arch_0,VLDLR,0.011842481,0.037006196,0.019314518
arch_0,VLDLR-AS1,0.0265215,0.113680296,0.009410856
arch_0,VMA21,0.004199515,0.013305556,-0.017735032
arch_0,VMAC,0.008365548,0.014813446,-0.0061018267
arch_0,VMP1,0.21099906,0.42875308,-0.08105257
arch_0,VN1R1,0.001867356,0.0038726625,-0.019824127
arch_0,VNN2,0.005188597,0.00973625,0.0015269907
arch_0,VOPP1,0.07961946,0.14919159,-0.013924669
arch_0,VPS11,0.0137393605,0.024321282,0.0017651526
arch_0,VPS13A,0.11586243,0.22183684,0.010980678
arch_0,VPS13B,0.5155078,1.1113695,0.0025331383
arch_0,VPS13B-DT,0.050218366,0.09030081,0.0063165603
arch_0,VPS13C,0.23978797,0.4546562,-0.008848195
arch_0,VPS13D,0.22481322,0.4246941,-0.019359272
arch_0,VPS16,0.012341178,0.021480476,-0.0033100082
arch_0,VPS18,0.006254136,0.011130976,-0.014504696
arch_0,VPS25,0.0024736389,0.0074725715,-0.022590665
arch_0,VPS26A,0.058840074,0.10537233,0.0013791646
arch_0,VPS26B,0.02686221,0.047080036,0.0017422877
arch_0,VPS26C,0.057337787,0.10225307,0.0021723164
arch_0,VPS28,0.0049898657,0.021734588,-0.020575669
arch_0,VPS29,0.06377518,0.11247775,-0.0012916533
arch_0,VPS33A,0.027991138,0.049547352,0.001047034
arch_0,VPS33B,0.01402001,0.024679244,-0.0014174448
arch_0,VPS35,0.034618337,0.06275542,-0.006498338
arch_0,VPS35L,0.12011884,0.22331461,-0.0022554188
arch_0,VPS36,0.103976704,0.18871039,0.03471216
arch_0,VPS37A,0.053921744,0.09701193,-0.002020696
arch_0,VPS37B,0.03525571,0.06617695,-0.013697187
arch_0,VPS37C,0.022835119,0.040412873,-0.0034372888
arch_0,VPS37D,0.00071480975,0.0013110342,-0.018710675
arch_0,VPS39,0.0716337,0.13124658,0.0020774275
arch_0,VPS41,0.08995385,0.1644686,-0.0075526577
arch_0,VPS45,0.09384323,0.17001162,-0.008884883
arch_0,VPS4A,0.023953078,0.0412851,-0.00027530655
arch_0,VPS4B,0.065112725,0.118989356,0.0024459036
arch_0,VPS50,0.097782314,0.18160932,0.00430465
arch_0,VPS51,0.04901046,0.08887441,-0.006936187
arch_0,VPS52,0.025151156,0.043898925,-0.0002055257
arch_0,VPS53,0.151006,0.28139275,-0.046205822
arch_0,VPS54,0.21358459,0.40820128,-8.983271e-05
arch_0,VPS72,0.013079348,0.022652758,-0.0020417417
arch_0,VPS8,0.14768925,0.30219278,0.00018341665
arch_0,VPS9D1,0.021995293,0.03895061,0.0039194454
arch_0,VPS9D1-AS1,0.0014827645,0.0025591447,-0.022144474
arch_0,VRK1,0.020050403,0.035168182,0.003659367
arch_0,VRK2,0.123150066,0.22928716,0.009906528
arch_0,VRK3,0.033928826,0.060088318,-0.00071518385
arch_0,VRTN,0.0010592818,0.0019691938,-0.02281264
arch_0,VSIG10,0.04364755,0.0769074,0.0005013861
arch_0,VSIG10L,0.001061351,0.0019801112,-0.021726964
arch_0,VSIG10L2,0.00072309474,0.0012540187,-0.028357722
arch_0,VSIG4,0.00039435402,0.010540903,-0.022799464
arch_0,VSIR,0.011765296,0.031246366,-0.035044417
arch_0,VSTM1,0.00042727395,0.00088126253,-0.019047046
arch_0,VSTM4,0.08268418,0.15104501,0.021919588
arch_0,VSTM5,0.004021514,0.0070768557,-0.0122393565
arch_0,VTA1,0.06218671,0.111981735,0.0058711395
arch_0,VTI1A,0.2886913,0.58673817,-0.011818069
arch_0,VTI1B,0.038057145,0.06660539,0.0009092954
arch_0,VTN,0.00056501426,0.003484268,-0.022262877
arch_0,VWA1,0.0041040285,0.0088064335,-0.014021215
arch_0,VWA2,0.0031430458,0.0053564636,-0.013827178
arch_0,VWA3A,0.0030105335,0.0053169983,-0.018722935
arch_0,VWA3B,0.0019956862,0.003847303,-0.01907372
arch_0,VWA5A,0.008820697,0.0150033105,-0.005885627
arch_0,VWA5B1,0.0004485941,0.00091667677,-0.020064345
arch_0,VWA8,0.1382326,0.40049908,-0.018098528
arch_0,VWA8-AS1,0.00078304694,0.0016622334,-0.020839738
arch_0,VWC2L,0.0036088484,0.0074047036,-0.015667789
arch_0,VWCE,0.002813455,0.0058043986,-0.031375732
arch_0,VWF,0.006094901,0.062309965,-0.045431998
arch_0,VXN,0.0010547914,0.0024976097,-0.02532138
arch_0,WAC,0.25482777,0.49292213,0.0047348323
arch_0,WAC-AS1,0.030012269,0.053553738,0.00065726263
arch_0,WAKMAR2,0.007284646,0.0138629535,-0.009616231
arch_0,WAPL,0.098311216,0.1784359,-0.0009944194
arch_0,WARS,0.009562463,0.04349464,-0.040728144
arch_0,WARS2,0.08127218,0.15462312,-0.013222943
arch_0,WARS2-AS1,0.17804757,0.34242982,0.0006774207
arch_0,WARS2-IT1,0.011160408,0.020226637,-0.014174322
arch_0,WAS,0.0007687619,0.0033793906,-0.020525297
arch_0,WASF1,0.036693577,0.071007684,-0.043886483
arch_0,WASF2,0.18966454,0.35637775,0.006350134
arch_0,WASF3,0.14673148,0.29310632,0.021975828
arch_0,WASF3-AS1,0.01843896,0.033020712,0.012084175
arch_0,WASHC1,0.08051472,0.1462845,-0.0014866013
arch_0,WASHC2A,0.0210921,0.037910853,-0.00012013403
arch_0,WASHC2C,0.024247225,0.0426859,-0.0035994821
arch_0,WASHC3,0.058299005,0.1053598,-0.007564226
arch_0,WASHC4,0.17719717,0.34205967,0.012557734
arch_0,WASHC5,0.046483807,0.085327044,-0.005552929
arch_0,WASHC5-AS1,0.002959847,0.0047831642,-0.01528364
arch_0,WASL,0.10345275,0.18762267,0.00547135
arch_0,WBP1,0.008541747,0.016751012,-0.0041980743
arch_0,WBP11,0.027226081,0.049094167,-0.0025263561
arch_0,WBP1L,0.14138044,0.27047184,-0.024999525
arch_0,WBP2,0.01754953,0.040139314,-0.003852388
arch_0,WBP2NL,0.012264587,0.02153055,-0.010217579
arch_0,WBP4,0.048413377,0.08809447,-0.009827137
arch_0,WDCP,0.0065800953,0.011658209,-0.012220575
arch_0,WDFY1,0.07418229,0.13320301,-0.010123512
arch_0,WDFY2,0.14764404,0.28468415,0.0006495348
arch_0,WDFY3,0.3777408,0.7726164,0.017738078
arch_0,WDFY3-AS1,0.012881987,0.021828417,0.0067984154
arch_0,WDFY3-AS2,0.014581727,0.026528196,-0.003222974
arch_0,WDFY4,0.0077698343,0.022046749,-0.008575884
arch_0,WDHD1,0.010105395,0.018235505,-0.007585775
